unique_key,created_date,agency,complaint_type,descriptor,location_type,incident_zip,city,status,bbl,latitude,longitude,Category,Sentiment,Complaint Text,Emotion
56406756,2022-12-30 07:54:57,NYPD,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10461.0,BRONX,Closed,2042020034.0,40.85196047386231,-73.85037700925061,Political,Negative,Illegal Parking. Posted Parking Sign Violation,Anger
56401737,2022-12-30 07:54:28,DSNY,Dirty Condition,Trash,Sidewalk,10465.0,BRONX,Closed,2055180129.0,40.81953659755354,-73.80910345992844,Social,Negative,Dirty Condition. Trash,Disgust
56403714,2022-12-30 07:54:13,NYPD,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10469.0,BRONX,Closed,2045890036.0,40.87013676885463,-73.84894045630458,Social,Neutral,Noise - Vehicle. Car/Truck Horn,Neutral
56406169,2022-12-30 07:54:00,DOT,Street Light Condition,Street Light Out,,11201.0,BROOKLYN,Closed,,40.69075741384558,-73.99623178005979,Social,Neutral,Street Light Condition. Street Light Out,Neutral
56401301,2022-12-30 07:53:31,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11419.0,SOUTH RICHMOND HILL,Closed,4094640020.0,40.692162918666064,-73.82234890351441,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56401788,2022-12-30 07:53:28,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11355.0,FLUSHING,Closed,4050480035.0,40.759926714731925,-73.8212874005055,Social,Neutral,HEAT/HOT WATER. APARTMENT ONLY,Neutral
56404703,2022-12-30 07:52:42,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11220.0,BROOKLYN,Closed,3007780014.0,40.64180160671282,-74.00184128960763,Social,Negative,Blocked Driveway. No Access,Sadness
56402492,2022-12-30 07:52:37,DSNY,Illegal Dumping,Removal Request,Sidewalk,11212.0,BROOKLYN,Closed,3035950027.0,40.65969985664052,-73.91598077314555,Political,Negative,Illegal Dumping. Removal Request,Neutral
56407221,2022-12-30 07:52:36,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11421.0,WOODHAVEN,Closed,4088830092.0,40.69440046564702,-73.8497100553344,Political,Negative,Abandoned Vehicle. With License Plate,Sadness
56404018,2022-12-30 07:52:35,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11385.0,RIDGEWOOD,Closed,4034010056.0,40.70812639789194,-73.91297290346286,Political,Negative,Abandoned Vehicle. With License Plate,Sadness
56400430,2022-12-30 07:52:22,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11373.0,ELMHURST,Closed,4015150010.0,40.745642741800125,-73.88041830598218,Social,Negative,Blocked Driveway. No Access,Sadness
56407253,2022-12-30 07:52:00,DOT,Street Light Condition,Street Light Out,,11201.0,BROOKLYN,Closed,,40.69119387223839,-73.99776790104208,Social,Neutral,Street Light Condition. Street Light Out,Neutral
56403578,2022-12-30 07:51:39,NYPD,Illegal Parking,Paper License Plates,Street/Sidewalk,11421.0,WOODHAVEN,Closed,4088830092.0,40.69440046564702,-73.8497100553344,Political,Negative,Illegal Parking. Paper License Plates,Neutral
56406318,2022-12-30 07:51:35,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11432.0,JAMAICA,Closed,4102140003.0,40.7078927197686,-73.78651943975478,Social,Neutral,Noise - Street/Sidewalk. Loud Music/Party,Neutral
56407487,2022-12-30 07:51:10,NYPD,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11230.0,BROOKLYN,Closed,3065250026.0,40.62254394550336,-73.97379711064153,Political,Negative,Illegal Parking. Unauthorized Bus Layover,Neutral
56404089,2022-12-30 07:50:38,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11211.0,BROOKLYN,Closed,3024110027.0,40.710376161832336,-73.95413682243097,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56405586,2022-12-30 07:50:34,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10031.0,NEW YORK,Closed,1020020033.0,40.82020184871799,-73.95501134237715,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56407181,2022-12-30 07:50:33,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10027.0,NEW YORK,Closed,1019370036.0,40.813256211644095,-73.94521146883807,Social,Neutral,HEAT/HOT WATER. APARTMENT ONLY,Neutral
56402434,2022-12-30 07:50:24,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11354.0,FLUSHING,Closed,4050320011.0,40.76463479355836,-73.81486347903436,Social,Negative,Blocked Driveway. No Access,Sadness
56407396,2022-12-30 07:50:00,DEP,Water System,Leak (Use Comments) (WA2),,11207.0,BROOKLYN,Closed,3039790003.0,40.67460666201092,-73.8898539965495,Political,Neutral,Water System. Leak (Use Comments) (WA2),Neutral
56404458,2022-12-30 07:50:00,DEP,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11218.0,BROOKLYN,Closed,3053990007.0,40.636004399064575,-73.97382785523672,Other,Neutral,"Air Quality. Air: Odor/Fumes, Vehicle Idling (AD3)",Neutral
56401099,2022-12-30 07:50:00,DEP,Noise,Noise: Construction Before/After Hours (NM1),,10021.0,MANHATTAN,Closed,,40.7710646790468,-73.9596440602331,Social,Neutral,Noise. Noise: Construction Before/After Hours (NM1),Neutral
56407665,2022-12-30 07:49:47,DOHMH,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10032.0,NEW YORK,Closed,1021260042.0,40.84115439095309,-73.93626526737751,Social,Neutral,Rodent. Condition Attracting Rodents,Neutral
56401886,2022-12-30 07:49:42,NYPD,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10039.0,NEW YORK,Closed,1020350001.0,40.82428313700313,-73.93717027128187,Political,Negative,Illegal Parking. Posted Parking Sign Violation,Anger
56403452,2022-12-30 07:49:37,DOB,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,,11234.0,BROOKLYN,Closed,3085940050.0,40.60711899133578,-73.9137060129043,Other,Neutral,Building/Use. No Certificate Of Occupancy/Illegal/Contrary To CO,Neutral
56407241,2022-12-30 07:49:36,DOB,General Construction/Plumbing,Building Permit - None,,11236.0,BROOKLYN,Closed,3081730060.0,40.64978417183425,-73.89719975783514,Other,Neutral,General Construction/Plumbing. Building Permit - None,Neutral
56405198,2022-12-30 07:49:36,DOB,General Construction/Plumbing,Building Permit - None,,11209.0,BROOKLYN,Closed,3058700070.0,40.63651098243041,-74.03100759761021,Other,Neutral,General Construction/Plumbing. Building Permit - None,Neutral
56403976,2022-12-30 07:49:35,DOB,General Construction/Plumbing,Building Permit - None,,11236.0,BROOKLYN,Closed,3082280057.0,40.64375675258543,-73.89431550217175,Other,Neutral,General Construction/Plumbing. Building Permit - None,Neutral
56402961,2022-12-30 07:49:34,DOB,General Construction/Plumbing,Building Permit - None,,11232.0,BROOKLYN,Closed,3006730012.0,40.657268473471895,-74.00028472720983,Other,Neutral,General Construction/Plumbing. Building Permit - None,Neutral
56401548,2022-12-30 07:49:23,NYPD,Blocked Driveway,No Access,Street/Sidewalk,10021.0,NEW YORK,Closed,1014697501.0,40.76898507148451,-73.95469575246041,Social,Negative,Blocked Driveway. No Access,Sadness
56405204,2022-12-30 07:49:00,DOT,Street Light Condition,Street Light Out,,11201.0,BROOKLYN,Closed,,40.69119387223839,-73.99776790104208,Social,Neutral,Street Light Condition. Street Light Out,Neutral
56407661,2022-12-30 07:48:22,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10031.0,NEW YORK,Closed,1020760023.0,40.82487352001085,-73.94881873725379,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56403375,2022-12-30 07:48:21,DPR,Damaged Tree,Branch or Limb Has Fallen Down,Street,11412.0,SAINT ALBANS,Closed,4126940014.0,40.69075540607779,-73.74770922048889,Other,Negative,Damaged Tree. Branch or Limb Has Fallen Down,Sadness
56401547,2022-12-30 07:47:55,NYPD,Blocked Driveway,No Access,Street/Sidewalk,10301.0,,Closed,,40.643431433483,-74.08414287761441,Social,Negative,Blocked Driveway. No Access,Sadness
56401388,2022-12-30 07:47:46,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11236.0,BROOKLYN,Closed,3079910062.0,40.64084724357616,-73.9104410829499,Social,Negative,Blocked Driveway. No Access,Sadness
56404664,2022-12-30 07:47:27,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10472.0,BRONX,Closed,2037370058.0,40.82720016538179,-73.88077037736518,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56404296,2022-12-30 07:47:27,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11355.0,FLUSHING,Closed,4054300048.0,40.755049908629616,-73.8147276937302,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56400943,2022-12-30 07:47:14,NYPD,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10463.0,BRONX,Closed,,40.87618215774671,-73.90769414350054,Political,Negative,Illegal Parking. Posted Parking Sign Violation,Anger
56402625,2022-12-30 07:47:02,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11213.0,BROOKLYN,Closed,3014150144.0,40.66511314383885,-73.92906934710929,Social,Negative,Blocked Driveway. No Access,Sadness
56399462,2022-12-30 07:47:00,DOT,Street Light Condition,Street Light Out,,10312.0,STATEN ISLAND,Closed,,40.54322766138896,-74.19447158610876,Social,Neutral,Street Light Condition. Street Light Out,Neutral
56399969,2022-12-30 07:47:00,DEP,Water System,Leak (Use Comments) (WA2),,11210.0,BROOKLYN,Closed,,40.63201542882692,-73.94175748519089,Political,Neutral,Water System. Leak (Use Comments) (WA2),Neutral
56406271,2022-12-30 07:47:00,DOT,Street Light Condition,Street Light Out,,11201.0,BROOKLYN,Closed,,40.69119387223839,-73.99776790104208,Social,Neutral,Street Light Condition. Street Light Out,Neutral
56399472,2022-12-30 07:47:00,DOT,Street Light Condition,Street Light Out,,10312.0,STATEN ISLAND,Closed,,40.552796892735145,-74.18399177432099,Social,Neutral,Street Light Condition. Street Light Out,Neutral
56399467,2022-12-30 07:47:00,DOT,Street Light Condition,Street Light Out,,10312.0,STATEN ISLAND,Closed,,40.55242410689767,-74.18707465759135,Social,Neutral,Street Light Condition. Street Light Out,Neutral
56399783,2022-12-30 07:46:58,DOHMH,Harboring Bees/Wasps,Bees/Wasps - Not a beekeper,3+ Family Mixed Use Building,10032.0,NEW YORK,In Progress,1021260042.0,40.84115439095309,-73.93626526737751,Other,Neutral,Harboring Bees/Wasps. Bees/Wasps - Not a beekeper,Neutral
56402195,2022-12-30 07:46:53,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10036.0,NEW YORK,Closed,1009990029.0,40.75758544240214,-73.98212540995675,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56402420,2022-12-30 07:46:35,DOB,Building/Use,Illegal Conversion Of Residential Building/Space,,11226.0,BROOKLYN,Closed,3051680026.0,40.643760292979984,-73.95365290951469,Other,Neutral,Building/Use. Illegal Conversion Of Residential Building/Space,Anger
56404560,2022-12-30 07:46:34,DOB,Building/Use,Illegal Conversion Of Residential Building/Space,,11232.0,BROOKLYN,Closed,3009240015.0,40.64651167052299,-74.00058017329522,Other,Neutral,Building/Use. Illegal Conversion Of Residential Building/Space,Anger
56406705,2022-12-30 07:46:34,DOB,Building/Use,Illegal Conversion Of Residential Building/Space,,11212.0,BROOKLYN,Closed,3035340033.0,40.66541624543534,-73.91842108509691,Other,Neutral,Building/Use. Illegal Conversion Of Residential Building/Space,Anger
56405905,2022-12-30 07:46:32,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11416.0,OZONE PARK,Closed,4090640055.0,40.68447700497365,-73.85097275321323,Social,Negative,Blocked Driveway. No Access,Sadness
56401963,2022-12-30 07:46:00,DOT,Street Light Condition,Street Light Out,,10312.0,STATEN ISLAND,Closed,,40.537720472959606,-74.15352810419661,Social,Neutral,Street Light Condition. Street Light Out,Neutral
56401962,2022-12-30 07:46:00,DOT,Street Light Condition,Street Light Out,,10312.0,STATEN ISLAND,Closed,,40.53333145508909,-74.151503442351,Social,Neutral,Street Light Condition. Street Light Out,Neutral
56402285,2022-12-30 07:45:51,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11433.0,,Closed,,40.70789309418511,-73.78672142438155,Social,Neutral,Noise - Street/Sidewalk. Loud Music/Party,Neutral
56404668,2022-12-30 07:45:43,NYPD,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10453.0,BRONX,Closed,2028050048.0,40.84954187993368,-73.90741303113519,Political,Negative,Illegal Parking. Posted Parking Sign Violation,Anger
56406828,2022-12-30 07:45:00,DOT,Street Light Condition,Street Light Out,,10314.0,STATEN ISLAND,Pending,,40.60914356907729,-74.11834316254968,Social,Neutral,Street Light Condition. Street Light Out,Neutral
56405279,2022-12-30 07:45:00,DOT,Street Light Condition,Street Light Out,,10302.0,STATEN ISLAND,Closed,,40.62031617583709,-74.1437041012275,Social,Neutral,Street Light Condition. Street Light Out,Neutral
56401966,2022-12-30 07:45:00,DOT,Street Light Condition,Street Light Out,,10314.0,STATEN ISLAND,Closed,,40.606357661544365,-74.12092042574687,Social,Neutral,Street Light Condition. Street Light Out,Neutral
56404901,2022-12-30 07:44:51,NYPD,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10312.0,STATEN ISLAND,Closed,5060240172.0,40.54862980958858,-74.19748468490735,Political,Negative,Illegal Parking. Blocked Crosswalk,Neutral
56406956,2022-12-30 07:44:37,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11228.0,BROOKLYN,Closed,,40.62016442374614,-74.00257913110786,Social,Negative,Blocked Driveway. No Access,Sadness
56404132,2022-12-30 07:44:36,HPD,PLUMBING,TOILET,RESIDENTIAL BUILDING,11207.0,BROOKLYN,Closed,3038507501.0,40.65990614950851,-73.89941881725238,Social,Neutral,PLUMBING. TOILET,Neutral
56405245,2022-12-30 07:44:34,HPD,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10032.0,NEW YORK,Closed,1021260042.0,40.84084695372727,-73.93621135059149,Social,Neutral,UNSANITARY CONDITION. PESTS,Neutral
56401736,2022-12-30 07:44:34,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11230.0,BROOKLYN,Closed,3065010018.0,40.62905451893308,-73.97349553715873,Social,Neutral,HEAT/HOT WATER. APARTMENT ONLY,Neutral
56407266,2022-12-30 07:44:34,HPD,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10032.0,NEW YORK,Closed,1021260042.0,40.84084695372727,-73.93621135059149,Social,Neutral,PAINT/PLASTER. WALL,Neutral
56406504,2022-12-30 07:44:34,HPD,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10032.0,NEW YORK,Closed,1021260042.0,40.84084695372727,-73.93621135059149,Social,Negative,WATER LEAK. HEAVY FLOW,Neutral
56404368,2022-12-30 07:44:34,HPD,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10032.0,NEW YORK,Closed,1021260042.0,40.84084695372727,-73.93621135059149,Social,Neutral,UNSANITARY CONDITION. MOLD,Neutral
56406716,2022-12-30 07:44:32,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10456.0,BRONX,Closed,2024500001.0,40.83371614971809,-73.91488289405471,Social,Neutral,HEAT/HOT WATER. APARTMENT ONLY,Neutral
56407730,2022-12-30 07:44:29,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11368.0,CORONA,Closed,4020150051.0,40.74973247107357,-73.8542482472,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56403794,2022-12-30 07:44:00,DEP,Water System,Dirty Water (WE),,10312.0,STATEN ISLAND,Closed,5059650045.0,40.56087796526059,-74.19541910332808,Political,Neutral,Water System. Dirty Water (WE),Disgust
56402524,2022-12-30 07:43:44,DOHMH,Rodent,Rat Sighting,1-2 Family Dwelling,10459.0,BRONX,Closed,2029700066.0,40.83048652489012,-73.89590878272499,Social,Neutral,Rodent. Rat Sighting,Neutral
56404332,2022-12-30 07:43:04,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10471.0,BRONX,Closed,2058750912.0,40.90960690759994,-73.89789405018078,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56401205,2022-12-30 07:43:01,NYPD,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10468.0,BRONX,Closed,2032130009.0,40.86340026370984,-73.90451233087789,Political,Negative,Illegal Parking. Double Parked Blocking Vehicle,Neutral
56401922,2022-12-30 07:42:56,NYPD,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10006.0,NEW YORK,Closed,1000560004.0,40.71001105710263,-74.01481392299341,Political,Negative,Illegal Parking. Posted Parking Sign Violation,Anger
56403864,2022-12-30 07:42:54,NYPD,Blocked Driveway,No Access,Street/Sidewalk,10459.0,BRONX,Closed,2027520020.0,40.82774539408812,-73.89087963459048,Social,Negative,Blocked Driveway. No Access,Sadness
56407314,2022-12-30 07:42:26,NYPD,Panhandling,,Subway,,,Closed,,40.75199081284663,-73.9773626789589,Other,Neutral,Panhandling. ,Disgust
56400049,2022-12-30 07:40:43,DOT,Street Condition,Pothole,,11226.0,BROOKLYN,Closed,,,,Political,Neutral,Street Condition. Pothole,Neutral
56405716,2022-12-30 07:40:15,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11372.0,JACKSON HEIGHTS,Closed,4014520013.0,40.75405033287035,-73.87563161022616,Social,Negative,Blocked Driveway. No Access,Sadness
56407172,2022-12-30 07:39:31,DPR,Maintenance or Facility,Garbage or Litter,Park,11102.0,ASTORIA,Closed,4009130001.0,40.77700412645179,-73.93521459529559,Other,Neutral,Maintenance or Facility. Garbage or Litter,Disgust
56404288,2022-12-30 07:38:27,HPD,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11224.0,BROOKLYN,Closed,3070520034.0,40.573494426424446,-73.99283675303543,Social,Neutral,PLUMBING. WATER SUPPLY,Neutral
56400018,2022-12-30 07:38:24,HPD,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11223.0,BROOKLYN,Closed,3066460001.0,40.60541554131488,-73.98385518078591,Social,Neutral,DOOR/WINDOW. DOOR,Neutral
56402164,2022-12-30 07:38:11,NYPD,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11207.0,BROOKLYN,Closed,3043030001.0,40.66334738557789,-73.88965271557224,Political,Negative,Illegal Parking. Parking Permit Improper Use,Neutral
56404265,2022-12-30 07:38:00,DEP,Water System,Leak (Use Comments) (WA2),,11375.0,QUEENS,Closed,,40.73497814621948,-73.85324853270768,Political,Neutral,Water System. Leak (Use Comments) (WA2),Neutral
56407171,2022-12-30 07:37:46,NYPD,Noise - Commercial,Loud Music/Party,Store/Commercial,11221.0,BROOKLYN,Closed,3032410078.0,40.69374963424376,-73.92949325294583,Social,Neutral,Noise - Commercial. Loud Music/Party,Neutral
56404733,2022-12-30 07:35:39,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10453.0,BRONX,Closed,2028290068.0,40.85195116061805,-73.9067048123403,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56402386,2022-12-30 07:35:37,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11104.0,SUNNYSIDE,Closed,4001330070.0,40.74662326157437,-73.91516739893174,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56405644,2022-12-30 07:35:27,HPD,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10461.0,BRONX,Closed,2053470017.0,40.83602918590005,-73.83747893499846,Social,Neutral,UNSANITARY CONDITION. GARBAGE/RECYCLING STORAGE,Neutral
56405024,2022-12-30 07:35:03,DOHMH,Indoor Air Quality,Other (Explain Below),3+ Family Apartment Building,10032.0,NEW YORK,Closed,1021260042.0,40.84115439095309,-73.93626526737751,Other,Neutral,Indoor Air Quality. Other (Explain Below),Neutral
56401917,2022-12-30 07:34:49,NYPD,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11231.0,BROOKLYN,Closed,3005620004.0,40.67427235439772,-74.00205848971115,Political,Negative,Illegal Parking. Posted Parking Sign Violation,Anger
56403530,2022-12-30 07:33:45,DSNY,Missed Collection,Trash,Street,11420.0,SOUTH OZONE PARK,Closed,4117620053.0,40.67272949316359,-73.81342785889834,Economic,Negative,Missed Collection. Trash,Neutral
56404675,2022-12-30 07:33:35,NYPD,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10013.0,NEW YORK,Closed,1002270019.0,40.72257470332392,-74.00417407838732,Political,Negative,Illegal Parking. Blocked Crosswalk,Neutral
56406137,2022-12-30 07:32:39,NYPD,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11211.0,BROOKLYN,Closed,3027340014.0,40.718667269943325,-73.9459313543306,Political,Negative,Illegal Parking. Commercial Overnight Parking,Neutral
56399643,2022-12-30 07:32:33,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10457.0,BRONX,Closed,2031430130.0,40.85443910241399,-73.8984233658015,Social,Neutral,HEAT/HOT WATER. APARTMENT ONLY,Neutral
56400577,2022-12-30 07:32:33,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11377.0,WOODSIDE,Closed,4013200001.0,40.742623236589445,-73.91392386083788,Social,Negative,Blocked Driveway. No Access,Sadness
56400712,2022-12-30 07:32:24,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10457.0,BRONX,Closed,2028110030.0,40.85093605409212,-73.90389043332299,Social,Neutral,HEAT/HOT WATER. APARTMENT ONLY,Neutral
56400039,2022-12-30 07:32:14,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,10306.0,STATEN ISLAND,Closed,5035900071.0,40.577514843477886,-74.10458612585808,Political,Negative,Abandoned Vehicle. With License Plate,Sadness
56406572,2022-12-30 07:31:41,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11374.0,REGO PARK,Closed,4031570154.0,40.72526255548812,-73.85610206915734,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56401727,2022-12-30 07:30:41,NYPD,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10475.0,BRONX,Closed,2051350051.0,40.86653945245048,-73.82263147510709,Political,Negative,Illegal Parking. Posted Parking Sign Violation,Anger
56405226,2022-12-30 07:29:50,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11377.0,WOODSIDE,Closed,4013340071.0,40.74160637319744,-73.90526788866985,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56403716,2022-12-30 07:29:43,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11235.0,BROOKLYN,Closed,3087220474.0,40.577421897189375,-73.95503088104155,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56400733,2022-12-30 07:29:19,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10453.0,BRONX,Closed,2031790031.0,40.85520587133494,-73.90607848934312,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56404644,2022-12-30 07:29:17,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11370.0,,Closed,,40.76805135197772,-73.8980605359555,Political,Negative,Abandoned Vehicle. With License Plate,Sadness
56403854,2022-12-30 07:29:07,NYPD,Blocked Driveway,No Access,Street/Sidewalk,10459.0,BRONX,Closed,2027520020.0,40.82774539408812,-73.89087963459048,Social,Negative,Blocked Driveway. No Access,Sadness
56402468,2022-12-30 07:28:35,NYPD,Blocked Driveway,No Access,Street/Sidewalk,10455.0,BRONX,Closed,2022920060.0,40.81408479314973,-73.91709003359085,Social,Negative,Blocked Driveway. No Access,Sadness
56405151,2022-12-30 07:27:51,NYPD,Blocked Driveway,Partial Access,Street/Sidewalk,11207.0,BROOKLYN,Closed,3036630008.0,40.67848672801781,-73.89459575681896,Social,Negative,Blocked Driveway. Partial Access,Neutral
56401738,2022-12-30 07:27:45,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11372.0,JACKSON HEIGHTS,Closed,4014640010.0,40.75234378640912,-73.8762700312526,Social,Negative,Blocked Driveway. No Access,Sadness
56400186,2022-12-30 07:27:43,NYPD,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10467.0,BRONX,Closed,2033430049.0,40.87621400655743,-73.87709178461621,Social,Neutral,Noise - Vehicle. Car/Truck Music,Neutral
56401599,2022-12-30 07:27:04,DOHMH,Indoor Air Quality,Chemical Vapors/Gases/Odors,3+ Family Apartment Building,11226.0,BROOKLYN,Closed,3050970112.0,40.64756237399507,-73.96272778216222,Other,Neutral,Indoor Air Quality. Chemical Vapors/Gases/Odors,Neutral
56399368,2022-12-30 07:26:45,DSNY,Dirty Condition,Trash,Sidewalk,11211.0,BROOKLYN,Closed,3027640026.0,40.71412392722665,-73.94432982831418,Social,Negative,Dirty Condition. Trash,Disgust
56400263,2022-12-30 07:26:28,HPD,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11230.0,BROOKLYN,Closed,3052400017.0,40.63388894468024,-73.95794358913294,Social,Neutral,FLOORING/STAIRS. FLOOR,Neutral
56406790,2022-12-30 07:26:28,HPD,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11230.0,BROOKLYN,Closed,3052400017.0,40.63388894468024,-73.95794358913294,Social,Neutral,DOOR/WINDOW. DOOR,Neutral
56406585,2022-12-30 07:26:28,HPD,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11230.0,BROOKLYN,Closed,3052400017.0,40.63388894468024,-73.95794358913294,Social,Neutral,FLOORING/STAIRS. FLOOR,Neutral
56406375,2022-12-30 07:26:28,HPD,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11230.0,BROOKLYN,Closed,3052400017.0,40.63388894468024,-73.95794358913294,Social,Neutral,UNSANITARY CONDITION. PESTS,Neutral
56404905,2022-12-30 07:26:28,HPD,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11230.0,BROOKLYN,Closed,3052400017.0,40.63388894468024,-73.95794358913294,Social,Neutral,UNSANITARY CONDITION. PESTS,Neutral
56401999,2022-12-30 07:26:28,HPD,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11230.0,BROOKLYN,Closed,3052400017.0,40.63388894468024,-73.95794358913294,Social,Neutral,FLOORING/STAIRS. FLOOR,Neutral
56407240,2022-12-30 07:26:21,NYPD,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10463.0,BRONX,Closed,2032630058.0,40.88469262294777,-73.89396142726204,Political,Negative,Illegal Parking. Blocked Sidewalk,Surprise
56399865,2022-12-30 07:26:08,DSNY,Illegal Dumping,Removal Request,Street,11223.0,BROOKLYN,Closed,3073940037.0,40.59330543170071,-73.96079929179727,Political,Negative,Illegal Dumping. Removal Request,Neutral
56401032,2022-12-30 07:26:01,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10463.0,BRONX,Closed,2057700069.0,40.88660481546194,-73.90562183935278,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56406025,2022-12-30 07:25:51,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11214.0,BROOKLYN,Closed,3063180072.0,40.60464795819763,-73.99367251369746,Social,Negative,Blocked Driveway. No Access,Sadness
